"pais","estratopri","cve_ent","prov","municipio","cve_mun","year","q2","vic1ext","b21a","b32","ing4","it1","pn4"
"México","Norte",19,"Nuevo León","Monterrey","19039",2023,"28","0","Moderado","Bastante","De acuerdo","Poco confiable","Satisfecho(a)"
"México","Norte",28,"Tamaulipas","Xicoténcatl","28043",2023,"39","0","Poco","Algo","Ligeramente en desacuerdo","Nada confiable","Insatisfecho(a)"
"México","Norte",19,"Nuevo León","Monterrey","19039",2023,"57","0","Moderado","Algo","Ni en acuerdo ni en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",9,"Ciudad de México","Iztapalapa","09007",2023,"36","0","Bastante","Nada","Ligeramente en de acuerdo","Nada confiable","Insatisfecho(a)"
"México","Centro",9,"Ciudad de México","Gustavo A. Madero","09005",2023,"28","0","Muy poco","Poco","En desacuerdo","Algo confiable","Satisfecho(a)"
"México","Norte",28,"Tamaulipas","Victoria","28041",2023,"22","0","Poco","Poco","De acuerdo","Nada confiable","Insatisfecho(a)"
"México","Centro",15,"México","Tlalnepantla de Baz","15104",2023,"35","1","Nada","Nada","Ligeramente en desacuerdo","Poco confiable","Satisfecho(a)"
"México","Centro",15,"México","Naucalpan de Juárez","15057",2023,"53","0","Bastante","Moderado","Ni en acuerdo ni en desacuerdo","Algo confiable","Satisfecho(a)"
"México","Norte",28,"Tamaulipas","Tampico","28038",2023,"52","0","Moderado","Moderado","Muy de acuerdo","Muy confiable","Satisfecho(a)"
"México","Centro",15,"México","Chicoloapan","15029",2023,"35","1","Nada","Nada","Muy en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Norte",19,"Nuevo León","Santa Catarina","19048",2023,"40","0","Bastante","Moderado","Ligeramente en de acuerdo","Poco confiable","Insatisfecho(a)"
"México","Centro",15,"México","Naucalpan de Juárez","15057",2023,"35","1","Algo","Algo","De acuerdo","Poco confiable","Insatisfecho(a)"
"México","Norte",19,"Nuevo León","Monterrey","19039",2023,"37","0","Mucho","Bastante","Ligeramente en de acuerdo","Poco confiable","Muy satisfecho(a)"
"México","Norte",19,"Nuevo León","Monterrey","19039",2023,"34","0","Bastante","Mucho","Ligeramente en de acuerdo","Muy confiable","Muy satisfecho(a)"
"México","Norte",28,"Tamaulipas","Xicoténcatl","28043",2023,"80","0","Mucho","Moderado","Muy de acuerdo","Poco confiable","Muy insatisfecho(a)"
"México","Norte",19,"Nuevo León","San Nicolás de los Garza","19046",2023,"23","0","Poco","Algo","Ligeramente en de acuerdo","Algo confiable","Satisfecho(a)"
"México","Norte",28,"Tamaulipas","Xicoténcatl","28043",2023,"29","0","Bastante","Moderado","Ligeramente en de acuerdo","Poco confiable","Satisfecho(a)"
"México","Centro",15,"México","Chicoloapan","15029",2023,"25","1","Mucho","Mucho","Ni en acuerdo ni en desacuerdo","Nada confiable","Insatisfecho(a)"
"México","Norte",19,"Nuevo León","San Nicolás de los Garza","19046",2023,"42","0","Algo","Algo","Ligeramente en de acuerdo","Poco confiable","Satisfecho(a)"
"México","Centro",9,"Ciudad de México","Gustavo A. Madero","09005",2023,"47","0","Moderado","Moderado","Ni en acuerdo ni en desacuerdo","Poco confiable","Satisfecho(a)"
"México","Norte",19,"Nuevo León","Monterrey","19039",2023,"27","0","Moderado","Mucho","Ni en acuerdo ni en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",15,"México","Chicoloapan","15029",2023,"27","0","Nada","Nada","Muy en desacuerdo","Nada confiable","Satisfecho(a)"
"México","Centro",15,"México","Tlalnepantla de Baz","15104",2023,"23","0","Algo","Algo","Ni en acuerdo ni en desacuerdo","Nada confiable","Muy satisfecho(a)"
"México","Norte",19,"Nuevo León","San Nicolás de los Garza","19046",2023,"40","0","Mucho","Algo","Ni en acuerdo ni en desacuerdo","Algo confiable","Satisfecho(a)"
"México","Norte",19,"Nuevo León","Santa Catarina","19048",2023,"18","0","Bastante","Moderado","Ni en acuerdo ni en desacuerdo","Algo confiable","Satisfecho(a)"
"México","Norte",19,"Nuevo León","Monterrey","19039",2023,"19","0","Poco","Muy poco","De acuerdo","Algo confiable","Satisfecho(a)"
"México","Norte",19,"Nuevo León","Santa Catarina","19048",2023,"18","0","Moderado","Bastante","Ni en acuerdo ni en desacuerdo","Muy confiable","Satisfecho(a)"
"México","Norte",19,"Nuevo León","Monterrey","19039",2023,"56","0","Bastante","Moderado","Ligeramente en de acuerdo","Poco confiable","Insatisfecho(a)"
"México","Norte",28,"Tamaulipas","Tampico","28038",2023,"28","1","Nada",NA,"Muy de acuerdo","Poco confiable","Satisfecho(a)"
"México","Centro",15,"México","Chicoloapan","15029",2023,"65","0","Moderado","Moderado","Ligeramente en de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",9,"Ciudad de México","Iztapalapa","09007",2023,"26","1","Moderado","Poco","Muy de acuerdo","Nada confiable","Muy insatisfecho(a)"
"México","Norte",28,"Tamaulipas","Victoria","28041",2023,"56","1","Poco","Poco","Ni en acuerdo ni en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",15,"México","Naucalpan de Juárez","15057",2023,"27","1","Algo","Algo","Ligeramente en de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",9,"Ciudad de México","Gustavo A. Madero","09005",2023,"18","1","Nada","Nada","En desacuerdo","Nada confiable","Satisfecho(a)"
"México","Centro Occidente",11,"Guanajuato","León","11020",2023,"46","0","Mucho","Moderado","Ligeramente en de acuerdo","Muy confiable","Muy satisfecho(a)"
"México","Centro",15,"México","Metepec","15054",2023,"51","0","Bastante","Muy poco","Ni en acuerdo ni en desacuerdo","Muy confiable","Satisfecho(a)"
"México","Centro",13,"Hidalgo","Tepeji del Río de Ocampo","13063",2023,"54","0","Poco","Poco","Ligeramente en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Centro",9,"Ciudad de México","Tláhuac","09011",2023,"56","1","Nada","Nada","En desacuerdo","Nada confiable","Insatisfecho(a)"
"México","Centro",22,"Querétaro","Querétaro","22014",2023,"29","1","Mucho","Algo","Ligeramente en de acuerdo","Poco confiable","Insatisfecho(a)"
"México","Centro",22,"Querétaro","El Marqués","22011",2023,"30","0","Algo","Nada","Ligeramente en de acuerdo","Algo confiable","Satisfecho(a)"
"México","Centro",13,"Hidalgo","Pachuca de Soto","13048",2023,"50","0","Mucho","Poco","Ligeramente en desacuerdo","Muy confiable","Satisfecho(a)"
"México","Centro",9,"Ciudad de México","Tláhuac","09011",2023,"28","0","Moderado","Poco","De acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro Occidente",11,"Guanajuato","León","11020",2023,"51","0","Algo","Algo","Muy de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",15,"México","Ixtapaluca","15039",2023,"29","1","Nada","Algo","Ligeramente en desacuerdo","Poco confiable","Muy insatisfecho(a)"
"México","Centro Occidente",11,"Guanajuato","Moroleón","11021",2023,"28","0","Moderado","Poco","Ligeramente en de acuerdo","Muy confiable","Satisfecho(a)"
"México","Centro",15,"México","Valle de Chalco Solidaridad","15122",2023,"28","0","Moderado","Algo","De acuerdo","Poco confiable","Satisfecho(a)"
"México","Centro Occidente",11,"Guanajuato","Dolores Hidalgo Cuna de la Independencia Nacional","11014",2023,"52","1","Mucho","Moderado","Ligeramente en de acuerdo","Poco confiable","Satisfecho(a)"
"México","Centro Occidente",11,"Guanajuato","Dolores Hidalgo Cuna de la Independencia Nacional","11014",2023,"24","0","Mucho","Algo","Ni en acuerdo ni en desacuerdo","Nada confiable","Muy satisfecho(a)"
"México","Centro Occidente",11,"Guanajuato","León","11020",2023,"54","0","Moderado","Mucho","Ligeramente en desacuerdo","Muy confiable","Satisfecho(a)"
"México","Centro Occidente",11,"Guanajuato","León","11020",2023,"46","0","Moderado","Nada",NA,"Algo confiable","Satisfecho(a)"
"México","Centro",22,"Querétaro","El Marqués","22011",2023,"75","0","Mucho","Algo","De acuerdo",NA,"Satisfecho(a)"
"México","Centro",15,"México","Valle de Chalco Solidaridad","15122",2023,"43","0","Mucho","Poco","Ni en acuerdo ni en desacuerdo","Nada confiable","Satisfecho(a)"
"México","Centro",22,"Querétaro","El Marqués","22011",2023,"24","1","Algo","Algo","Ligeramente en de acuerdo","Muy confiable","Insatisfecho(a)"
"México","Centro",15,"México","Metepec","15054",2023,"41","0","Poco","Nada","Ni en acuerdo ni en desacuerdo","Muy confiable","Satisfecho(a)"
"México","Centro",13,"Hidalgo","Tepeji del Río de Ocampo","13063",2023,"49","0","Algo","Muy poco","Ligeramente en de acuerdo","Poco confiable","Satisfecho(a)"
"México","Centro",13,"Hidalgo","Pachuca de Soto","13048",2023,"20","1","Mucho","Moderado","Ligeramente en de acuerdo","Algo confiable","Muy satisfecho(a)"
"México","Centro Occidente",11,"Guanajuato","León","11020",2023,"58","0","Moderado","Poco","Ligeramente en de acuerdo","Muy confiable","Satisfecho(a)"
"México","Centro",15,"México","Toluca","15106",2023,"50","1","Mucho","Bastante","Muy de acuerdo","Muy confiable","Muy satisfecho(a)"
"México","Centro Occidente",11,"Guanajuato","Dolores Hidalgo Cuna de la Independencia Nacional","11014",2023,"34","1","Mucho","Algo","Muy de acuerdo","Poco confiable","Satisfecho(a)"
"México","Centro",15,"México","Naucalpan de Juárez","15057",2023,"56","1","Bastante","Poco","Ni en acuerdo ni en desacuerdo","Nada confiable","Satisfecho(a)"
"México","Centro Occidente",11,"Guanajuato","Moroleón","11021",2023,"43","0","Mucho","Algo","Ligeramente en de acuerdo","Poco confiable","Satisfecho(a)"
"México","Centro",15,"México","Naucalpan de Juárez","15057",2023,"27","0","Moderado","Moderado","Ni en acuerdo ni en desacuerdo","Poco confiable","Satisfecho(a)"
"México","Centro",9,"Ciudad de México","Tláhuac","09011",2023,"24","0","Mucho","Poco","Ni en acuerdo ni en desacuerdo","Nada confiable","Insatisfecho(a)"
"México","Centro",13,"Hidalgo","Nopala de Villagrán","13044",2023,"40","0","Nada","Moderado","Ligeramente en de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",15,"México","Toluca","15106",2023,"19","0","Bastante","Moderado","Ligeramente en de acuerdo","Muy confiable","Muy satisfecho(a)"
"México","Centro",9,"Ciudad de México","Tláhuac","09011",2023,"53","1","Mucho","Poco","Ligeramente en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Centro",15,"México","Ixtapaluca","15039",2023,"28","1","Moderado","Moderado","Muy en desacuerdo","Algo confiable","Muy insatisfecho(a)"
"México","Centro Occidente",11,"Guanajuato","Acámbaro","11002",2023,"29","0","Mucho","Mucho","Muy de acuerdo","Nada confiable","Muy satisfecho(a)"
"México","Centro",9,"Ciudad de México","Álvaro Obregón","09010",2023,"70","0","Mucho","Bastante","Ligeramente en de acuerdo","Muy confiable","Muy satisfecho(a)"
"México","Centro",15,"México","Naucalpan de Juárez","15057",2023,"54","0","Bastante","Algo","Ni en acuerdo ni en desacuerdo","Poco confiable","Satisfecho(a)"
"México","Centro Occidente",11,"Guanajuato","Dolores Hidalgo Cuna de la Independencia Nacional","11014",2023,"18","0","Bastante","Moderado","De acuerdo","Nada confiable","Satisfecho(a)"
"México","Centro",13,"Hidalgo","Nopala de Villagrán","13044",2023,"32","0","Moderado","Bastante","Ligeramente en desacuerdo","Muy confiable","Satisfecho(a)"
"México","Centro",13,"Hidalgo","Nopala de Villagrán","13044",2023,"62","1","Algo","Moderado","Ni en acuerdo ni en desacuerdo","Poco confiable","Muy insatisfecho(a)"
"México","Centro",15,"México","Toluca","15106",2023,"41","0","Mucho","Moderado","De acuerdo","Muy confiable","Satisfecho(a)"
"México","Centro",15,"México","Valle de Chalco Solidaridad","15122",2023,"72","0","Mucho","Moderado","Muy de acuerdo","Muy confiable","Insatisfecho(a)"
"México","Centro",9,"Ciudad de México","Álvaro Obregón","09010",2023,"38","0","Bastante","Moderado","Ni en acuerdo ni en desacuerdo","Algo confiable","Satisfecho(a)"
"México","Centro Occidente",11,"Guanajuato","Dolores Hidalgo Cuna de la Independencia Nacional","11014",2023,"19","0","Moderado","Algo","En desacuerdo","Poco confiable","Satisfecho(a)"
"México","Centro",9,"Ciudad de México","Tláhuac","09011",2023,"19","0","Bastante","Algo","Ni en acuerdo ni en desacuerdo","Poco confiable","Muy satisfecho(a)"
"México","Centro",15,"México","Naucalpan de Juárez","15057",2023,"24","1","Mucho","Poco","Ni en acuerdo ni en desacuerdo","Poco confiable","Satisfecho(a)"
"México","Centro",22,"Querétaro","Querétaro","22014",2023,"54","1","Mucho","Moderado","Muy de acuerdo","Muy confiable","Muy satisfecho(a)"
"México","Centro",9,"Ciudad de México","Tláhuac","09011",2023,"49","1","Moderado","Poco","De acuerdo","Nada confiable","Satisfecho(a)"
"México","Centro",15,"México","Toluca","15106",2023,"51","0","Mucho","Mucho","Muy de acuerdo","Muy confiable","Satisfecho(a)"
"México","Centro",9,"Ciudad de México","Álvaro Obregón","09010",2023,"58","1","Mucho","Algo","Ligeramente en de acuerdo","Muy confiable","Satisfecho(a)"
"México","Centro",15,"México","Naucalpan de Juárez","15057",2023,"36","0","Mucho","Muy poco","De acuerdo","Nada confiable","Satisfecho(a)"
"México","Centro",15,"México","Toluca","15106",2023,"29","0","Mucho","Bastante","Ligeramente en de acuerdo","Muy confiable","Insatisfecho(a)"
"México","Centro",15,"México","Metepec","15054",2023,"54","1","Bastante","Poco","Ligeramente en de acuerdo","Muy confiable","Insatisfecho(a)"
"México","Centro Occidente",11,"Guanajuato","Dolores Hidalgo Cuna de la Independencia Nacional","11014",2023,"54","1","Mucho","Moderado","Ni en acuerdo ni en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Centro",15,"México","Toluca","15106",2023,"44","0","Mucho","Bastante","De acuerdo","Muy confiable","Satisfecho(a)"
"México","Centro",13,"Hidalgo","Pachuca de Soto","13048",2023,"39","0","Bastante","Mucho","Ni en acuerdo ni en desacuerdo","Muy confiable",NA
"México","Centro",15,"México","Metepec","15054",2023,"29","0","Mucho","Moderado","Ni en acuerdo ni en desacuerdo","Poco confiable","Satisfecho(a)"
"México","Centro",13,"Hidalgo","Nopala de Villagrán","13044",2023,"53","0","Moderado","Poco","Ligeramente en de acuerdo","Algo confiable","Satisfecho(a)"
"México","Centro",15,"México","Metepec","15054",2023,"24","1","Mucho","Moderado","Ligeramente en desacuerdo","Muy confiable","Satisfecho(a)"
"México","Centro",13,"Hidalgo","Tepeji del Río de Ocampo","13063",2023,"23","0","Mucho","Moderado","Ligeramente en desacuerdo","Poco confiable","Satisfecho(a)"
"México","Centro Occidente",11,"Guanajuato","León","11020",2023,"52","0","Moderado","Algo","En desacuerdo","Muy confiable","Satisfecho(a)"
"México","Centro Occidente",11,"Guanajuato","Acámbaro","11002",2023,"30","0","Mucho","Algo","Ligeramente en de acuerdo","Muy confiable","Insatisfecho(a)"
"México","Centro Occidente",11,"Guanajuato","Moroleón","11021",2023,"53","0","Mucho","Nada","Ligeramente en desacuerdo","Muy confiable","Satisfecho(a)"
"México","Centro Occidente",11,"Guanajuato","Acámbaro","11002",2023,"26","1","Mucho","Poco","Ni en acuerdo ni en desacuerdo","Muy confiable","Muy satisfecho(a)"
"México","Centro",15,"México","Metepec","15054",2023,"44","0","Mucho","Moderado","Ligeramente en de acuerdo","Muy confiable","Muy satisfecho(a)"
"México","Centro",9,"Ciudad de México","Tláhuac","09011",2023,"31","0","Mucho","Moderado","De acuerdo","Algo confiable","Satisfecho(a)"
"México","Centro",9,"Ciudad de México","Álvaro Obregón","09010",2023,"36","1","Moderado","Algo","Muy de acuerdo","Nada confiable","Satisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Uxpanapa","30210",2023,"62","0","Mucho","Mucho","Ni en acuerdo ni en desacuerdo","Algo confiable","Muy satisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Uxpanapa","30210",2023,"22","0","Mucho","Mucho","Ligeramente en desacuerdo","Algo confiable","Satisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Uxpanapa","30210",2023,"24","0","Muy poco","Bastante","Ligeramente en de acuerdo","Poco confiable","Muy satisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Uxpanapa","30210",2023,"32","0","Algo","Algo","Ligeramente en de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Uxpanapa","30210",2023,"36","0","Algo","Mucho","De acuerdo","Muy confiable","Satisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Uxpanapa","30210",2023,"70","0","Mucho","Moderado","De acuerdo",NA,"Insatisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Uxpanapa","30210",2023,"27","0","Mucho","Mucho","De acuerdo","Poco confiable","Insatisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Uxpanapa","30210",2023,"40","1","Moderado","Bastante","Ligeramente en desacuerdo","Algo confiable","Muy insatisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Uxpanapa","30210",2023,"54","0","Moderado","Algo","Ligeramente en desacuerdo",NA,"Satisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Uxpanapa","30210",2023,"29","0","Mucho","Moderado","Ligeramente en de acuerdo","Algo confiable","Satisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Uxpanapa","30210",2023,"43","0","Moderado","Bastante","De acuerdo","Algo confiable","Insatisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Uxpanapa","30210",2023,"64","0","Mucho","Mucho","Ni en acuerdo ni en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Uxpanapa","30210",2023,"46","0","Nada","Algo","Muy de acuerdo","Poco confiable","Insatisfecho(a)"
"México","Centro Occidente",18,"Nayarit","Ahuacatlán","18002",2023,"32","1","Muy poco","Poco","Ligeramente en de acuerdo","Poco confiable","Insatisfecho(a)"
"México","Centro Occidente",18,"Nayarit","Ahuacatlán","18002",2023,"75","0","Mucho","Moderado","Ligeramente en de acuerdo","Poco confiable","Muy satisfecho(a)"
"México","Norte",3,"Baja California Sur","Comondú","03001",2023,"29","1","Muy poco","Muy poco","Ni en acuerdo ni en desacuerdo","Poco confiable","Muy insatisfecho(a)"
"México","Centro Occidente",18,"Nayarit","Ahuacatlán","18002",2023,"22","1","Moderado","Mucho","Ligeramente en de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Norte",26,"Sonora","San Luis Río Colorado","26055",2023,"42","0","Mucho","Mucho","Ligeramente en de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro Occidente",18,"Nayarit","Tepic","18017",2023,"24","0","Poco","Poco","Ligeramente en de acuerdo","Nada confiable","Insatisfecho(a)"
"México","Norte",3,"Baja California Sur","Comondú","03001",2023,"56","1","Poco","Poco","Ligeramente en desacuerdo","Nada confiable","Muy insatisfecho(a)"
"México","Norte",26,"Sonora","San Luis Río Colorado","26055",2023,"63","0","Mucho","Muy poco","Muy de acuerdo","Muy confiable","Satisfecho(a)"
"México","Norte",3,"Baja California Sur","Los Cabos","03008",2023,"43","1","Moderado","Algo","Ligeramente en de acuerdo","Muy confiable","Muy insatisfecho(a)"
"México","Norte",3,"Baja California Sur","Los Cabos","03008",2023,"43","1","Moderado","Bastante","Ligeramente en de acuerdo","Poco confiable","Insatisfecho(a)"
"México","Centro Occidente",18,"Nayarit","Ahuacatlán","18002",2023,"22","1","Moderado","Moderado","Ligeramente en desacuerdo","Poco confiable","Satisfecho(a)"
"México","Centro Occidente",18,"Nayarit","Tepic","18017",2023,"60","0","Mucho","Mucho","Ligeramente en desacuerdo","Muy confiable","Satisfecho(a)"
"México","Norte",3,"Baja California Sur","Los Cabos","03008",2023,"21","1","Algo","Mucho","Ni en acuerdo ni en desacuerdo","Poco confiable","Muy insatisfecho(a)"
"México","Norte",26,"Sonora","San Luis Río Colorado","26055",2023,"53","0","Moderado","Moderado","Muy de acuerdo","Poco confiable","Muy insatisfecho(a)"
"México","Centro Occidente",18,"Nayarit","Tepic","18017",2023,"52","0","Mucho","Bastante","Ligeramente en de acuerdo","Poco confiable","Muy satisfecho(a)"
"México","Norte",3,"Baja California Sur","Comondú","03001",2023,"18","0","Moderado","Mucho","Ni en acuerdo ni en desacuerdo","Poco confiable","Satisfecho(a)"
"México","Norte",3,"Baja California Sur","Comondú","03001",2023,"48","1","Muy poco","Muy poco","Ligeramente en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Norte",26,"Sonora","San Luis Río Colorado","26055",2023,"44","0","Algo","Moderado","Ni en acuerdo ni en desacuerdo","Muy confiable","Insatisfecho(a)"
"México","Norte",26,"Sonora","San Luis Río Colorado","26055",2023,"25","0","Nada","Muy poco","Ligeramente en de acuerdo","Algo confiable","Muy satisfecho(a)"
"México","Norte",3,"Baja California Sur","Los Cabos","03008",2023,"54","0","Mucho","Bastante","Ligeramente en de acuerdo","Algo confiable","Satisfecho(a)"
"México","Norte",2,"Baja California","Mexicali","02002",2023,"18","0","Mucho","Moderado","De acuerdo","Poco confiable","Satisfecho(a)"
"México","Norte",26,"Sonora","Navojoa","26042",2023,"68","0","Mucho","Moderado","Muy de acuerdo","Muy confiable","Muy satisfecho(a)"
"México","Norte",26,"Sonora","Navojoa","26042",2023,"25","0","Poco","Algo","Ligeramente en de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Norte",25,"Sinaloa","Rosario","25014",2023,"41","1","Mucho","Moderado","Ligeramente en de acuerdo","Algo confiable","Satisfecho(a)"
"México","Centro Occidente",18,"Nayarit","Tepic","18017",2023,"28","0","Bastante","Algo","Ni en acuerdo ni en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Norte",25,"Sinaloa","Rosario","25014",2023,"18","0","Mucho","Bastante","Ligeramente en de acuerdo","Muy confiable","Satisfecho(a)"
"México","Norte",2,"Baja California","Mexicali","02002",2023,"30","0","Mucho","Mucho","Ni en acuerdo ni en desacuerdo","Poco confiable","Muy satisfecho(a)"
"México","Norte",26,"Sonora","Navojoa","26042",2023,"55","0","Bastante","Poco","Ni en acuerdo ni en desacuerdo","Poco confiable","Satisfecho(a)"
"México","Centro Occidente",18,"Nayarit","Ahuacatlán","18002",2023,"48","0","Mucho","Mucho","De acuerdo","Muy confiable","Muy satisfecho(a)"
"México","Norte",3,"Baja California Sur","Los Cabos","03008",2023,"29","0","Bastante","Bastante","Muy de acuerdo","Muy confiable","Satisfecho(a)"
"México","Centro Occidente",18,"Nayarit","Ahuacatlán","18002",2023,"33","0","Mucho","Mucho","De acuerdo","Algo confiable","Satisfecho(a)"
"México","Centro Occidente",18,"Nayarit","Ahuacatlán","18002",2023,"49","1","Bastante","Moderado","Ligeramente en de acuerdo","Poco confiable","Muy insatisfecho(a)"
"México","Centro Occidente",18,"Nayarit","Tepic","18017",2023,"53","0","Bastante","Moderado","Muy de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Norte",25,"Sinaloa","Rosario","25014",2023,"38","0","Bastante","Bastante","De acuerdo","Algo confiable","Satisfecho(a)"
"México","Norte",26,"Sonora","Navojoa","26042",2023,"38","0","Moderado","Moderado","De acuerdo","Poco confiable","Satisfecho(a)"
"México","Norte",25,"Sinaloa","Rosario","25014",2023,"25","0","Mucho","Moderado","Ligeramente en de acuerdo","Muy confiable","Muy satisfecho(a)"
"México","Centro Occidente",18,"Nayarit","Ahuacatlán","18002",2023,"18","0","Moderado","Poco","De acuerdo","Muy confiable","Satisfecho(a)"
"México","Norte",2,"Baja California","Mexicali","02002",2023,"39","1","Mucho","Moderado","Muy de acuerdo","Muy confiable","Muy satisfecho(a)"
"México","Norte",26,"Sonora","San Luis Río Colorado","26055",2023,"24","0","Moderado","Moderado","Ni en acuerdo ni en desacuerdo","Muy confiable","Satisfecho(a)"
"México","Norte",3,"Baja California Sur","Los Cabos","03008",2023,"41","0","Mucho","Bastante","Ligeramente en de acuerdo","Muy confiable","Satisfecho(a)"
"México","Norte",3,"Baja California Sur","Comondú","03001",2023,"29","0","Mucho","Moderado","Ligeramente en de acuerdo","Poco confiable","Satisfecho(a)"
"México","Norte",3,"Baja California Sur","Comondú","03001",2023,"28","0","Mucho","Poco","Ligeramente en de acuerdo","Muy confiable","Insatisfecho(a)"
"México","Centro Occidente",18,"Nayarit","Tepic","18017",2023,"28","0","Nada","Nada","Ligeramente en desacuerdo","Poco confiable","Muy insatisfecho(a)"
"México","Norte",2,"Baja California","Mexicali","02002",2023,"28","1","Algo","Algo","Ni en acuerdo ni en desacuerdo","Nada confiable","Muy insatisfecho(a)"
"México","Centro",15,"México","Ixtapaluca","15039",2023,"32","1","Mucho","Moderado","Ligeramente en de acuerdo","Algo confiable","Satisfecho(a)"
"México","Sur",12,"Guerrero","Chilapa de Álvarez","12028",2023,"39","0","Moderado","Moderado","Ni en acuerdo ni en desacuerdo","Poco confiable","Satisfecho(a)"
"México","Sur",7,"Chiapas","San Cristóbal de las Casas","07078",2023,"45","0","Mucho","Poco","Muy de acuerdo","Algo confiable","Muy satisfecho(a)"
"México","Centro",15,"México","Valle de Chalco Solidaridad","15122",2023,"50","1","Mucho","Muy poco","Ligeramente en desacuerdo","Nada confiable","Satisfecho(a)"
"México","Sur",12,"Guerrero","Leonardo Bravo","12040",2023,"83","1","Mucho","Algo","De acuerdo","Poco confiable","Insatisfecho(a)"
"México","Centro",17,"Morelos","Emiliano Zapata","17008",2023,"50","1","Muy poco","Algo","Muy de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",15,"México","Toluca","15106",2023,"50","1","Algo","Bastante","Ligeramente en de acuerdo","Poco confiable","Muy insatisfecho(a)"
"México","Centro",13,"Hidalgo","San Felipe Orizatlán","13046",2023,"74","0","Algo","Algo","Muy de acuerdo",NA,"Satisfecho(a)"
"México","Centro",15,"México","Tlalnepantla de Baz","15104",2023,"45","0","Moderado","Muy poco","De acuerdo","Algo confiable",NA
"México","Sur",7,"Chiapas","San Cristóbal de las Casas","07078",2023,"31","1","Mucho","Poco","Muy de acuerdo","Poco confiable","Insatisfecho(a)"
"México","Sur",7,"Chiapas","San Cristóbal de las Casas","07078",2023,"25","1","Mucho","Nada","Ni en acuerdo ni en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Sur",7,"Chiapas","Villa Corzo","07107",2023,"61","0","Mucho","Nada","Muy de acuerdo","Poco confiable","Satisfecho(a)"
"México","Sur",7,"Chiapas","San Cristóbal de las Casas","07078",2023,"27","1","Nada","Moderado","Ligeramente en de acuerdo","Poco confiable","Satisfecho(a)"
"México","Centro",13,"Hidalgo","San Felipe Orizatlán","13046",2023,"25","1","Poco","Moderado","De acuerdo","Poco confiable","Insatisfecho(a)"
"México","Sur",7,"Chiapas","Villa Corzo","07107",2023,"35","0","Poco","Moderado","Ligeramente en de acuerdo","Poco confiable","Muy insatisfecho(a)"
"México","Centro",15,"México","Tlalnepantla de Baz","15104",2023,"37","1","Muy poco","Poco","Ligeramente en de acuerdo","Algo confiable","Muy insatisfecho(a)"
"México","Sur",12,"Guerrero","Iguala de la Independencia","12035",2023,"56","0","Bastante","Moderado","De acuerdo","Muy confiable","Satisfecho(a)"
"México","Sur",12,"Guerrero","Iguala de la Independencia","12035",2023,"70","1","Nada","Algo","Muy de acuerdo","Nada confiable","Satisfecho(a)"
"México","Centro",17,"Morelos","Emiliano Zapata","17008",2023,"40","0","Bastante","Muy poco","Ni en acuerdo ni en desacuerdo","Muy confiable","Satisfecho(a)"
"México","Sur",12,"Guerrero","Eduardo Neri","12075",2023,"51","0","Mucho","Mucho","Ni en acuerdo ni en desacuerdo","Poco confiable","Insatisfecho(a)"
